WKT,road_id,geometry_class,road_type,road_name_class,full_road_name,road_name_label,road_name_prefix,road_name_body,road_name_type,road_name_suffix,route_name_body,route_name_number,route_name_alpha,route_name_suffix,full_road_name_ascii,road_name_label_ascii,road_name_body_ascii
"MULTILINESTRING ((174.7788014833 -36.8536615,174.7793587 -36.8545612333),(174.77950245 -36.8547846,174.77950735 -36.8547933333,174.7796530833 -36.8549094333,174.77978925 -36.8551375,174.7798412833 -36.8553771167),(174.7793587 -36.8545612333,174.77950245 -36.8547846))",1824005,Addressing Road,Unknown,Road,Falcon Street,Falcon St,,Falcon,Street,,,,,,Falcon Street,Falcon St,Falcon
"MULTILINESTRING ((174.7653644167 -36.85305545,174.76557385 -36.8528035333,174.7657293333 -36.8525578667,174.7658070667 -36.8523323333,174.76578185 -36.8520365167),(174.764717343952 -36.8535091479356,174.7647901167 -36.8534735167),(174.7647901167 -36.8534735167,174.7649796667 -36.8533520833,174.7650505 -36.85330185,174.7653606167 -36.8530542833,174.7653644167 -36.85305545))",1831389,Addressing Road,Unknown,Road,Mayoral Drive,Mayoral Dr,,Mayoral,Drive,,,,,,Mayoral Drive,Mayoral Dr,Mayoral
"MULTILINESTRING ((174.787786905776 -36.8512496017677,174.787856280919 -36.8511646835836,174.787922578488 -36.8510730606881,174.788439711839 -36.8502637856789),(174.7861171167 -36.8516238333,174.7867793167 -36.8517713333),(174.7867793167 -36.8517713333,174.786943133414 -36.8517518650264,174.7870251833 -36.8517320667,174.787109283568 -36.8516942452577,174.787185922245 -36.8516520522048,174.787246566559 -36.8516120809047,174.787381693764 -36.851512207227,174.787457592109 -36.851448243396,174.787610496625 -36.8513141915777,174.787638572702 -36.8512913243604,174.787677288147 -36.8512703633249,174.787711528548 -36.8512589397447,174.78774546896 -36.8512514412816,174.787786905776 -36.8512496017677))",1824608,Addressing Road,Unknown,Road,Judges Bay Road,Judges Bay Rd,,Judges Bay,Road,,,,,,Judges Bay Road,Judges Bay Rd,Judges Bay
"MULTILINESTRING ((174.7750964667 -36.8581512,174.7751050667 -36.8581491333,174.7751136667 -36.8581470667,174.7751222667 -36.8581449667,174.7751308667 -36.8581429,174.7751352167 -36.85814185,174.7751438667 -36.8581399,174.7751525167 -36.8581379833,174.7751611833 -36.85813605,174.7751698 -36.8581340833,174.7751784333 -36.85813205,174.775187 -36.8581299167,174.7751955333 -36.8581276667,174.7751958667 -36.8581275667,174.7752044667 -36.85812535,174.77521305 -36.8581230333,174.7752215333 -36.8581205333,174.7752299333 -36.8581179,174.7752381833 -36.8581150167,174.7752462333 -36.8581118833,174.7752528333 -36.8581089833,174.7752609167 -36.8581055667,174.7752688667 -36.8581018833,174.7752766167 -36.8580979,174.7752841167 -36.85809365,174.7752912667 -36.8580891,174.7752980667 -36.85808425,174.7753044167 -36.8580790833,174.77531025 -36.8580735833,174.7753154667 -36.8580678167,174.7753201333 -36.8580617,174.7753244 -36.8580552833,174.7753284833 -36.8580488,174.7753292667 -36.8580475667),(174.7750964667 -36.8581512,174.7750913667 -36.8581452833,174.7750862833 -36.8581393667,174.7750811833 -36.8581334667,174.7750761 -36.8581276,174.7750710167 -36.8581217667,174.7750659 -36.8581159833,174.7750607333 -36.85811025,174.7750555167 -36.8581045667,174.7750545167 -36.8581035,174.7750487833 -36.8580980833,174.7750428833 -36.8580927333,174.77503685 -36.8580874667,174.7750307333 -36.8580822167,174.77502455 -36.8580770333,174.7750184 -36.8580718167,174.7750122667 -36.8580666167,174.7750062167 -36.85806135,174.7750002667 -36.8580560333,174.7749945 -36.8580506333,174.77498895 -36.8580451333,174.7749836667 -36.8580395167,174.77497865 -36.85803375,174.7749739833 -36.8580278333,174.7749710333 -36.8580236667,174.7749669167 -36.8580171667,174.7749629 -36.8580105833,174.7749591333 -36.85800385,174.7749556833 -36.857997,174.77495245 -36.8579900333,174.77494955 -36.85798295,174.77494695 -36.8579757667,174.7749446333 -36.8579685167,174.7749426667 -36.8579612167,174.77494105 -36.85795385,174.77493975 -36.85794645,174.7749388 -36.8579390333,174.7749382167 -36.8579316,174.7749380167 -36.8579241833,174.7749380667 -36.857921,174.7749376167 -36.85791345,174.7749375667 -36.8579058333,174.7749379 -36.8578982333,174.77493865 -36.8578906333,174.7749398167 -36.8578831333,174.7749413833 -36.8578757333,174.7749434167 -36.8578684667,174.7749459167 -36.8578613833,174.7749489167 -36.8578545167,174.77495235 -36.8578479,174.7749530667 -36.8578467333,174.7749567333 -36.8578402,174.7749609333 -36.8578338667,174.77496565 -36.85782775,174.77497085 -36.8578218333,174.7749765167 -36.85781615,174.7749825667 -36.8578106667,174.77498905 -36.8578053833,174.7749958833 -36.8578003833,174.77500305 -36.8577955667,174.7750105 -36.8577909833,174.7750182833 -36.85778665,174.77502625 -36.85778255,174.7750344667 -36.8577786833,174.7750428667 -36.8577750667,174.7750514 -36.8577717,174.7750600833 -36.8577686,174.7750688667 -36.8577657333,174.7750777 -36.85776315,174.7750865833 -36.8577608,174.77508825 -36.8577604,174.77509675 -36.8577575667,174.7751054167 -36.8577549667,174.7751142333 -36.8577526667,174.7751231667 -36.85775065,174.7751321833 -36.857749,174.77514125 -36.8577476667,174.7751503667 -36.85774675,174.77515945 -36.8577462167,174.7751684667 -36.8577461,174.7751774333 -36.85774645,174.7751862833 -36.8577473,174.77518855 -36.8577475833,174.7751974667 -36.8577486167,174.7752063667 -36.8577501,174.7752152 -36.8577520667,174.775224 -36.8577544667,174.7752326667 -36.8577572833,174.7752412167 -36.8577605,174.77524965 -36.8577641,174.7752578667 -36.8577680167,174.7752659167 -36.85777225,174.7752737333 -36.8577768,174.7752813167 -36.8577816333,174.7752886333 -36.8577867,174.7752956167 -36.8577920167,174.7753023167 -36.85779755,174.77530865 -36.8578032333,174.7753124333 -36.8578068667,174.7753188667 -36.8578122667,174.7753250667 -36.8578179167,174.7753309333 -36.8578237833,174.7753365333 -36.8578299167,174.7753418 -36.8578362,174.77534675 -36.8578426667,174.7753514 -36.8578493333,174.7753556667 -36.8578561,174.7753595667 -36.8578630167,174.7753631167 -36.8578700167,174.7753660333 -36.8578772667,174.7753688333 -36.8578844167,174.77537125 -36.85789155,174.7753732667 -36.8578987167,174.7753748833 -36.8579059,174.7753760667 -36.8579130667,174.7753768167 -36.8579202,174.7753771 -36.8579273167,174.7753770333 -36.857933,174.7753773167 -36.8579400667,174.7753771333 -36.8579471333,174.7753765333 -36.8579542833,174.7753754833 -36.8579614333,174.7753740167 -36.8579686167,174.77537215 -36.85797575,174.7753699 -36.8579829,174.7753672667 -36.8579899833,174.77536425 -36.8579970167,174.7753609 -36.85800395,174.7753571833 -36.8580108167,174.7753531167 -36.85801755,174.77534875 -36.8580241333,174.7753440667 -36.8580305667,174.7753390833 -36.8580368,174.7753337833 -36.8580428667,174.7753292667 -36.8580475667),(174.7748489167 -36.8589702167,174.7749544833 -36.85862795),(174.775665 -36.8585236667,174.7756661167 -36.8585253833,174.7756703167 -36.8585317833,174.7756745833 -36.8585381833,174.7756774833 -36.8585424167,174.7756818333 -36.8585487667,174.7756862167 -36.8585551,174.7756906167 -36.8585614,174.7756932667 -36.8585680333),(174.7749544833 -36.85862795,174.7750151 -36.8586288667,174.7750157667 -36.8586287833,174.7750246833 -36.8586278667,174.7750336 -36.8586269167,174.7750425167 -36.8586259167,174.7750514333 -36.8586248667,174.7750603 -36.85862375,174.7750691667 -36.8586225667,174.7750780333 -36.8586213,174.77508685 -36.8586199333,174.7750894167 -36.8586195333,174.7750911833 -36.8586193667,174.7751001 -36.8586186167,174.775109 -36.8586179,174.7751179333 -36.85861715,174.77512685 -36.8586163833,174.77513575 -36.8586155667,174.7751446667 -36.8586147,174.7751535333 -36.8586137833,174.7751624 -36.8586127667,174.7751712333 -36.8586116167,174.7751800333 -36.8586103333,174.7751867667 -36.8586093333,174.77519555 -36.8586079167,174.7752043333 -36.8586063833,174.7752130667 -36.85860475,174.7752217667 -36.8586029833,174.7752304333 -36.8586011167,174.77523905 -36.8585991333,174.7752476333 -36.85859705,174.7752561833 -36.85859485,174.7752646667 -36.8585925167,174.77526995 -36.8585913667,174.7752787333 -36.8585894,174.7752874667 -36.8585873,174.7752960667 -36.8585849833,174.7753044833 -36.8585823833,174.7753051667 -36.85858215),(174.7753051667 -36.85858215,174.7753141 -36.8585827,174.7753143 -36.8585827167,174.7753233 -36.8585832,174.77533225 -36.85858405,174.7753381167 -36.8585851333,174.7753464167 -36.8585877167,174.7753543167 -36.85859125,174.7753617833 -36.8585954333,174.77536475 -36.8585973333,174.7753713833 -36.8586022167,174.7753777333 -36.8586073833,174.7753843667 -36.8586122667,174.7753867667 -36.8586137333,174.7753944167 -36.8586175,174.7754026 -36.85862055,174.7754111333 -36.8586229167,174.7754120333 -36.8586231,174.7754206833 -36.8586249333,174.77542955 -36.8586261,174.77543855 -36.8586267167,174.7754414833 -36.8586268333,174.77545045 -36.8586271667,174.7754594 -36.8586270833,174.77546655 -36.8586268,174.77547545 -36.8586263167,174.7754843667 -36.85862555,174.7754932667 -36.8586246333,174.7755021333 -36.85862365,174.7755105833 -36.8586226833,174.7755111 -36.8586225833,174.7755200167 -36.8586207,174.7755288167 -36.8586186,174.7755375 -36.8586162833,174.7755460333 -36.85861375,174.7755544167 -36.858611,174.7755626 -36.8586080333,174.7755706 -36.8586047833,174.7755784167 -36.8586013333,174.7755859667 -36.85859765,174.7755932833 -36.8585937,174.7756003167 -36.8585895,174.7756031833 -36.8585876833,174.77560965 -36.8585832,174.7756158667 -36.8585784333,174.7756218333 -36.8585733833,174.7756275833 -36.8585681167,174.7756331333 -36.8585626167,174.7756385 -36.8585569167,174.7756436833 -36.8585510333,174.7756487333 -36.8585449667,174.7756536833 -36.8585387667,174.7756585 -36.8585324667,174.7756632667 -36.85852605,174.775665 -36.8585236667),(174.7753051667 -36.85858215,174.77531265 -36.8585794667,174.7753205 -36.8585761,174.7753279667 -36.85857225,174.7753334167 -36.85856935,174.7753406 -36.8585649,174.7753471833 -36.8585599167,174.7753529333 -36.8585544167,174.7753541667 -36.8585530167,174.7753585833 -36.8585468833,174.7753621667 -36.8585402667,174.77536525 -36.85853335,174.7753681333 -36.8585262833,174.77537115 -36.8585192833,174.7753720167 -36.8585177,174.7753756833 -36.8585110667,174.7753794833 -36.8585044667,174.7753834167 -36.8584979,174.7753874833 -36.8584914167,174.77539175 -36.8584850167,174.7753922167 -36.85848435,174.7753967167 -36.8584780333,174.7754013833 -36.8584718333,174.7754061167 -36.85846565,174.7754109 -36.85845945,174.7754153333 -36.8584531167,174.7754197 -36.8584474333,174.7754251667 -36.8584417,174.7754311333 -36.8584362667,174.7754373167 -36.8584309333,174.7754393667 -36.85842915,174.7754452167 -36.8584236333,174.7754511 -36.8584181167,174.7754570167 -36.8584126167,174.7754577833 -36.8584119167,174.7754637333 -36.8584064833,174.7754697667 -36.8584010833,174.7754758167 -36.8583957,174.7754809333 -36.8583911667,174.7754868167 -36.8583856167,174.77549285 -36.8583802,174.7754987333 -36.8583755167,174.77550565 -36.8583709,174.7755129833 -36.85836665,174.7755173 -36.8583643667,174.7755247667 -36.8583602833,174.7755324667 -36.8583565667,174.7755374833 -36.8583545333,174.7755458333 -36.85835185,174.7755543333 -36.8583495333,174.7755546833 -36.8583494333),(174.7755546833 -36.8583494333,174.7755572833 -36.85835335,174.7755615333 -36.8583598,174.7755658167 -36.8583662667,174.7755700333 -36.8583727333,174.7755742667 -36.8583791833,174.7755784833 -36.8583856667,174.7755827 -36.85839215,174.7755846833 -36.8583952833,174.7755888 -36.8584017833,174.7755929 -36.8584083167,174.7755969833 -36.8584148333,174.7756010333 -36.85842135,174.7756050667 -36.8584278833,174.7756091167 -36.8584344333,174.77561315 -36.85844095,174.7756171667 -36.8584474833,174.7756212 -36.8584540167,174.7756252167 -36.8584605333,174.7756292333 -36.8584670833,174.7756332667 -36.8584735833,174.7756373167 -36.8584801,174.7756413833 -36.8584866,174.77564545 -36.8584931,174.7756495333 -36.8584995667,174.7756536333 -36.8585060667,174.7756577667 -36.8585125167,174.7756619333 -36.85851895,174.775665 -36.8585236667),(174.7749544833 -36.85862795,174.7750964667 -36.8581512),(174.7753292667 -36.8580475667,174.7753303833 -36.8580488,174.7753356333 -36.8580546667,174.7753408667 -36.8580605167,174.7753461 -36.8580663833,174.7753512833 -36.8580722667,174.7753564667 -36.8580781667,174.7753616333 -36.8580841,174.7753667667 -36.8580900333,174.7753718833 -36.858096,174.7753769667 -36.8581019667,174.775382 -36.8581079667,174.7753870333 -36.858114,174.7753919833 -36.85812005,174.7753969167 -36.8581261333,174.7754017833 -36.8581322333,174.7754041167 -36.8581352333,174.7754089167 -36.8581413833,174.7754136667 -36.8581475667,174.7754183667 -36.8581537833,174.7754230333 -36.8581600167,174.7754276833 -36.8581662667,174.7754323 -36.85817255,174.7754368667 -36.8581788333,174.7754414167 -36.85818515,174.7754459333 -36.8581915,174.7754504167 -36.8581978333,174.7754549 -36.8582041833,174.7754593333 -36.85821055,174.7754638 -36.8582169333,174.7754682 -36.8582233167,174.7754726167 -36.8582297167,174.7754770167 -36.8582361,174.7754814 -36.8582425167,174.7754827833 -36.85824445,174.7754872333 -36.8582508167,174.7754917333 -36.8582571667,174.7754961833 -36.8582635333,174.7755006167 -36.8582699167,174.77550505 -36.8582763,174.7755094833 -36.8582827,174.7755138667 -36.8582891,174.7755182833 -36.8582955,174.7755226667 -36.8583019167,174.7755270333 -36.8583083167,174.7755314 -36.8583147333,174.77553575 -36.8583211833,174.7755400833 -36.8583275833,174.7755443833 -36.8583340167,174.7755487 -36.8583404667,174.775553 -36.8583469167,174.7755546833 -36.8583494333))",1829877,Addressing Road,Unknown,Road,Garden Road,Garden Rd,,Garden,Road,,,,,,Garden Road,Garden Rd,Garden
"MULTILINESTRING ((174.77455935 -36.8596196333,174.7750813333 -36.8597806,174.77589165 -36.8596600667),(174.77589165 -36.8596600667,174.7763070333 -36.8595060667),(174.7741038333 -36.85908235,174.7742467833 -36.8593072167,174.77455935 -36.8596196333),(174.7763070333 -36.8595060667,174.7767522167 -36.85914175,174.7770146167 -36.8583812667,174.7769153833 -36.85816535))",1818440,Addressing Road,Unknown,Road,The Crescent,The Crescent,,The Crescent,,,,,,,The Crescent,The Crescent,The Crescent
"LINESTRING (174.7787213667 -36.8610352167,174.7790083667 -36.8613049667,174.7798329 -36.8618747)",1829886,Addressing Road,Unknown,Road,Maunsell Road Extension,Maunsell Rd Ext,,Maunsell,Road,Extension,,,,,Maunsell Road Extension,Maunsell Rd Ext,Maunsell
"MULTILINESTRING ((174.7803526 -36.867587,174.7803495167 -36.8674765167),(174.780353 -36.8671568167,174.7803549333 -36.8671463,174.7803579833 -36.86713115,174.7803581667 -36.8671302667,174.7803610833 -36.8671151333,174.7803643 -36.8671000333,174.7803678667 -36.8670849667,174.7803718167 -36.8670699667,174.7803761667 -36.8670550667,174.78038045 -36.8670420167,174.7803854833 -36.8670272167,174.780391 -36.86701255,174.7803969667 -36.866998,174.78040335 -36.86698355,174.7804101 -36.8669692,174.7804173 -36.8669549667,174.7804248667 -36.8669408667,174.7804252333 -36.8669401833,174.78043295 -36.8669261833,174.7804410667 -36.8669123667,174.7804495 -36.86689865,174.7804581833 -36.8668850167,174.7804670333 -36.8668714333,174.780476 -36.8668578833,174.7804851333 -36.8668443333,174.7804919333 -36.8668342333),(174.7803495167 -36.8674765167,174.7803494167 -36.8674731167,174.7803510667 -36.8674730833,174.78034715 -36.8673403667),(174.78034715 -36.8673403667,174.7803442167 -36.8672224667,174.78034575 -36.8672072167,174.7803475833 -36.8671919667,174.7803497 -36.86717675,174.78035215 -36.8671615333,174.780353 -36.8671568167))",1829893,Addressing Road,Unknown,Road,Furneaux Way,Furneaux Way,,Furneaux,Way,,,,,,Furneaux Way,Furneaux Way,Furneaux
"LINESTRING (174.7801533 -36.86924525,174.78016855 -36.8692317167,174.7801839667 -36.86921825,174.7801993667 -36.8692047833,174.7802146667 -36.8691912333,174.7802296667 -36.8691775833,174.7802442 -36.8691636667,174.7802582167 -36.8691495167,174.7802715667 -36.8691351833,174.7802841 -36.86912055,174.78029565 -36.8691055,174.78030135 -36.8690973,174.7803112667 -36.8690814,174.7803202 -36.8690651,174.7803282167 -36.8690484,174.7803353833 -36.8690313333,174.7803417333 -36.8690140167,174.7803473667 -36.8689964167,174.7803523 -36.8689786167,174.78035665 -36.8689606833,174.7803604167 -36.8689425833,174.7803637 -36.8689244167,174.78036655 -36.8689061833,174.78036905 -36.8688879667,174.7803692167 -36.8688866167,174.7803727 -36.8688688667,174.7803757 -36.8688510667,174.7803781833 -36.8688331667,174.7803802333 -36.86881525,174.7803818833 -36.86879725,174.7803831167 -36.86877925,174.78038395 -36.86876115,174.7803844167 -36.86874305,174.7803846667 -36.8687249,174.7803846333 -36.8687068,174.7803843 -36.8686887167,174.7803837167 -36.8686705833,174.7803829333 -36.86865245,174.7803818667 -36.8686343667,174.7803805333 -36.8686163167,174.7803791333 -36.86859915,174.7803771833 -36.8685811833,174.7803748667 -36.8685631833,174.7803724167 -36.8685452167,174.7803697 -36.8685272333,174.7803669833 -36.8685093,174.7803643833 -36.8684913667,174.780362 -36.8684734167,174.7803598667 -36.8684554833,174.7803582333 -36.86843755,174.7803570167 -36.8684197,174.7803566 -36.8684088167,174.7803572667 -36.8683909833,174.7803586 -36.8683731167,174.7803605 -36.8683552667,174.78036295 -36.8683373667,174.78036585 -36.8683195333,174.7803691 -36.8683017167,174.7803726833 -36.8682839,174.78037645 -36.8682660833,174.7803804833 -36.86824825,174.7803846333 -36.86823045,174.7803889 -36.86821265,174.7803931333 -36.86819485,174.7803972833 -36.8681770333,174.7804013333 -36.8681592167,174.7804053667 -36.8681413833,174.7804082667 -36.8681278333,174.7804124667 -36.86810985,174.7804167 -36.8680918667,174.7804208333 -36.8680739,174.7804247 -36.86805595,174.7804282333 -36.8680379667,174.7804313 -36.8680200167,174.7804338333 -36.8680021,174.7804355833 -36.8679842167,174.7804365 -36.8679663333,174.7804363667 -36.86794855,174.7804352833 -36.86793195,174.7804323667 -36.8679143833,174.7804283333 -36.8678968667,174.7804234667 -36.8678794,174.7804178667 -36.86786195,174.7804118 -36.86784455,174.7804054833 -36.86782705,174.7803991833 -36.8678095667,174.7803930833 -36.86779205,174.7803875333 -36.8677750167,174.7803833 -36.8677574,174.7803794667 -36.8677396333,174.7803759333 -36.86772185,174.7803725333 -36.8677040167,174.7803692833 -36.86768615,174.7803661833 -36.8676682833,174.7803631667 -36.8676503667,174.7803601833 -36.8676324833,174.7803572333 -36.86761455,174.78035425 -36.8675966667,174.7803526 -36.867587)",1829892,Addressing Road,Unknown,Road,John Stokes Terrace,John Stokes Tce,,John Stokes,Terrace,,,,,,John Stokes Terrace,John Stokes Tce,John Stokes
"LINESTRING (174.76605025 -36.8568519667,174.7663602 -36.8565699)",1824642,Addressing Road,Unknown,Road,Cintra Place,Cintra Pl,,Cintra,Place,,,,,,Cintra Place,Cintra Pl,Cintra
"MULTILINESTRING ((174.7680158833 -36.8634188667,174.768044 -36.8633369833,174.7683716167 -36.8623938167),(174.7683716167 -36.8623938167,174.76883905 -36.86102175,174.76886565 -36.8609392667))",1825027,Addressing Road,Unknown,Road,Park Avenue,Park Ave,,Park,Avenue,,,,,,Park Avenue,Park Ave,Park
"LINESTRING (174.7742311 -36.8679600333,174.773362 -36.8677760333)",1825427,Addressing Road,Unknown,Road,Roxburgh Street,Roxburgh St,,Roxburgh,Street,,,,,,Roxburgh Street,Roxburgh St,Roxburgh
"LINESTRING (174.7775975 -36.8647893,174.778740796601 -36.8650323477785)",1825418,Addressing Road,Unknown,Road,Alma Street,Alma St,,Alma,Street,,,,,,Alma Street,Alma St,Alma
"MULTILINESTRING ((174.7777550667 -36.8672496,174.7776386333 -36.8668082167),(174.778740796601 -36.8650323477785,174.77887149997 -36.8649565299974,174.779010512309 -36.8648954129754),(174.7781222833 -36.8655666,174.7776165167 -36.8660177),(174.7781222833 -36.8655666,174.7777647 -36.86675045,174.7776386333 -36.8668082167),(174.778740796601 -36.8650323477785,174.7781222833 -36.8655666))",1825414,Addressing Road,Unknown,Road,Davis Crescent,Davis Cres,,Davis,Crescent,,,,,,Davis Crescent,Davis Cres,Davis
"MULTILINESTRING ((174.7748027333 -36.8690898,174.774909754811 -36.8691134054924,174.774977507985 -36.8691203292695,174.77504443531 -36.8691142695154,174.775135342279 -36.8690932847879),(174.7748027333 -36.8690898,174.774581386993 -36.8690441737503),(174.774581386993 -36.8690441737503,174.7739143 -36.8689066667),(174.7713198 -36.8683747667,174.769888 -36.8680635333),(174.7719671333 -36.868503,174.7713198 -36.8683747667),(174.7739143 -36.8689066667,174.7727181 -36.8686569833),(174.7727181 -36.8686569833,174.7719671333 -36.868503))",1824298,Addressing Road,Unknown,Road,Seccombes Road,Seccombes Rd,,Seccombes,Road,,,,,,Seccombes Road,Seccombes Rd,Seccombes
"LINESTRING (174.77689095 -36.8697819333,174.7750873667 -36.8694047667)",1825419,Addressing Road,Unknown,Road,Eden Street,Eden St,,Eden,Street,,,,,,Eden Street,Eden St,Eden
"MULTILINESTRING ((174.7742311 -36.8679600333,174.7741279667 -36.8683161833),(174.7745624833 -36.8668902167,174.7742311 -36.8679600333))",1825433,Addressing Road,Unknown,Road,Melrose Street,Melrose St,,Melrose,Street,,,,,,Melrose Street,Melrose St,Melrose
"LINESTRING (174.7857916333 -36.8473837,174.78729655 -36.8471534167,174.7873005167 -36.8471533667,174.7875923667 -36.8471166)",3012813,Addressing Road,Unknown,Road,Sunderland Street,Sunderland St,,Sunderland,Street,,,,,,Sunderland Street,Sunderland St,Sunderland
"LINESTRING (174.7654876833 -36.85062725,174.7658296667 -36.8507242667)",2014987,Addressing Road,Unknown,Road,Te Hā o Hine Place,Te Hā o Hine Pl,,Te Hā o Hine,Place,,,,,,Te Ha o Hine Place,Te Ha o Hine Pl,Te Ha o Hine
"LINESTRING (174.7741038333 -36.85908235,174.7740785167 -36.85879015,174.7740785833 -36.8587665667,174.7740806833 -36.8587526,174.7740859333 -36.8587317667,174.7740933333 -36.8587110333,174.7741024167 -36.8586904333,174.7741163167 -36.8586631333,174.7741420333 -36.8586166,174.7742033167 -36.8585191167,174.77422545 -36.8584797833,174.77423495 -36.8584598,174.774243 -36.85843955,174.7742506333 -36.8584152833,174.7742558333 -36.85839415,174.7742597667 -36.8583728333,174.7742630667 -36.8583442,174.7742641 -36.8583154333,174.7742633167 -36.8582935333,174.77425855 -36.85825775,174.77424055 -36.85817835,174.7742350333 -36.8581492667,174.77423285 -36.8581294,174.77423225 -36.8580929,174.7742344 -36.85804915,174.7742413 -36.8579928167,174.7742615167 -36.8579070833,174.77426755 -36.8578710167,174.77426925 -36.8578424667,174.7742679167 -36.85782125,174.7742655667 -36.8578077667,174.7742598 -36.85778665,174.7742547833 -36.8577726833,174.7742457833 -36.8577518833,174.7742352333 -36.8577314,174.7742235167 -36.8577112333,174.7742001 -36.8576741333,174.7741869667 -36.8576551667,174.7741681167 -36.8576305167,174.77414815 -36.8576064333,174.7740719667 -36.8575216167,174.7740223667 -36.8574619167,174.7739636333 -36.8573897833,174.77392155 -36.8573356667,174.7738875833 -36.85729985,174.7738715333 -36.8572816833,174.7738571333 -36.8572632,174.7738451833 -36.85724425,174.77383645 -36.8572246833,174.7738316333 -36.8572056667,174.7738299167 -36.85719145,174.7738302167 -36.8571696667,174.7738321833 -36.8571550667,174.7738374333 -36.85713335,174.7738492 -36.85709855,174.7738587 -36.85707785,174.7738663 -36.8570644333,174.7738795833 -36.8570451167,174.7738896167 -36.8570328667,174.7739005 -36.85702125,174.7739166667 -36.8570062167,174.7739289333 -36.8569961167,174.7739561833 -36.8569778,174.7739862833 -36.8569616,174.7740183333 -36.856947,174.7740699833 -36.8569263167,174.7741015333 -36.8569121667,174.7741336667 -36.8568989167,174.7741663833 -36.8568865667,174.7741995667 -36.8568751667,174.7742994 -36.85684485,174.7743423833 -36.85683325,174.7743946167 -36.8568218333,174.7744209 -36.8568173667,174.7744473167 -36.8568138667,174.7744824167 -36.8568108667,174.7745002333 -36.8568112,174.7745360167 -36.8568136833,174.77461645 -36.8568216833,174.7746516667 -36.8568231833,174.7746690667 -36.8568228167,174.7746908167 -36.8568209667,174.7747270667 -36.8568155333,174.7747538 -36.8568095167,174.7747712 -36.8568046167,174.7747964167 -36.8567958167,174.7748124667 -36.856789,174.7748351 -36.85677735,174.7748490833 -36.85676865,174.7748714 -36.8567520333,174.7748831667 -36.85674155,174.7748940333 -36.85673025,174.7749040167 -36.8567182167,174.7749216333 -36.8566923,174.7749292833 -36.8566786333,174.7749394333 -36.8566574333,174.7749530333 -36.8566209167,174.7749610167 -36.85659275,174.77496655 -36.85656435,174.7749744833 -36.8564843833,174.77497885 -36.8564550667,174.7749854 -36.8564261833,174.77499135 -36.8564046667,174.7749982833 -36.8563834,174.7750063667 -36.85636245,174.77501915 -36.85633525,174.77503635 -36.8563064167,174.7750514333 -36.8562882667,174.7750889167 -36.85624695,174.775103 -36.8562280167,174.7751170833 -36.8562012833,174.7751274833 -36.8561733167,174.7751332 -36.8561518333,174.77513665 -36.8561341,174.7751385667 -36.8561199,174.7751396833 -36.8560984,174.7751386833 -36.8560695833,174.7751311833 -36.8559897833,174.7751304333 -36.8559681167,174.7751311167 -36.8559487167,174.7751348167 -36.8559198167,174.7751389667 -36.8558982667,174.7751464333 -36.85586985,174.7751536667 -36.8558489333,174.77516685 -36.8558163833,174.7751767333 -36.8557958833,174.77519245 -36.8557695333,174.7752063167 -36.8557507833,174.7752276 -36.8557264,174.7752448667 -36.85570935,174.7752705 -36.8556884,174.7752914833 -36.8556741833,174.7753450333 -36.85564445,174.7753693333 -36.8556338167,174.7753860333 -36.8556284833,174.7754030167 -36.8556249,174.775422 -36.85562295,174.7754396167 -36.8556231667,174.7754663 -36.85562645,174.77590665 -36.8556920333)",1829885,Addressing Road,Unknown,Road,Lovers Lane,Lovers Lane,,Lovers,Lane,,,,,,Lovers Lane,Lovers Lane,Lovers
"LINESTRING (174.7733870667 -36.8456881167,174.7750226667 -36.8461207667)",1834858,Addressing Road,Unknown,Road,Dockside Lane,Dockside Lane,,Dockside,Lane,,,,,,Dockside Lane,Dockside Lane,Dockside
"MULTILINESTRING ((174.7788755333 -36.8528866333,174.7789983167 -36.8528558167,174.7796512667 -36.85261615),(174.7809529167 -36.8522967,174.7825605667 -36.85202125),(174.7796512667 -36.85261615,174.7797154 -36.8525968833,174.7804472333 -36.8524035167),(174.7804472333 -36.8524035167,174.7806781167 -36.8523448333,174.7809529167 -36.8522967))",1824107,Addressing Road,Unknown,Road,Garfield Street,Garfield St,,Garfield,Street,,,,,,Garfield Street,Garfield St,Garfield
"MULTILINESTRING ((174.7690461333 -36.8578835833,174.76943515 -36.8580269,174.7694927333 -36.8580341,174.7695618167 -36.8580322833,174.7699314333 -36.8579762,174.7699866333 -36.8579536833),(174.7699866333 -36.8579536833,174.7700512667 -36.8579286667))",1824223,Addressing Road,Unknown,Road,Kari Street,Kari St,,Kari,Street,,,,,,Kari Street,Kari St,Kari
"LINESTRING (174.78281455 -36.8605006167,174.7832441167 -36.8606531333,174.7835024333 -36.8606980167,174.7843100167 -36.8606429833,174.7844045333 -36.8606196167,174.7846225333 -36.8604208)",1824655,Addressing Road,Unknown,Road,Cathedral Place,Cathedral Pl,,Cathedral,Place,,,,,,Cathedral Place,Cathedral Pl,Cathedral
